,Max,Avg,Min,Max.1,Avg.1,Min.1,Max.2,Avg.2,Min.2,Max.3,Avg.3,Min.3,Max.4,Avg.4,Min.4,Total,MEGALOPOLIS (PPC)
2018-08-20,93,82.7,72,70,56.5,46,78,42.9,20,8,8,8,29.8,29.8,29.7,0.0,12601386.0
2018-08-21,90,78.7,66,66,61.8,48,83,59.0,25,15,15,15,29.9,29.9,29.8,0.0,14240475.0
2018-08-22,88,77.0,66,70,63.2,55,88,64.7,35,10,10,10,29.9,29.9,29.9,0.0,16716219.0
2018-08-23,88,77.9,66,66,63.0,59,83,62.1,38,12,12,12,29.9,29.8,29.8,0.0,21172098.0
2018-08-24,88,77.7,66,70,64.8,55,88,67.4,33,14,14,14,29.8,29.8,29.8,0.0,23569755.0
2018-08-25,84,74.7,68,68,66.8,64,94,77.6,58,14,14,14,29.8,29.8,29.8,0.0,21099417.0
2018-08-26,91,78.6,68,70,65.5,63,94,67.0,40,12,12,12,29.8,29.8,29.7,0.0,14834277.0
2018-08-27,88,77.3,68,68,64.1,59,88,66.2,42,10,10,10,29.7,29.7,29.6,0.0,13693757.0
2018-08-28,86,75.7,68,66,62.3,59,88,64.4,40,13,13,13,29.8,29.7,29.7,0.0,11837143.0
2018-08-29,93,78.5,68,66,60.0,52,83,56.9,24,14,14,14,29.9,29.8,29.8,0.0,11659218.0
2018-08-30,95,80.4,64,61,55.1,52,69,44.4,23,13,13,13,29.9,29.9,29.9,0.0,9490024.0
2018-08-31,91,78.2,63,61,55.4,48,73,48.7,23,12,12,12,29.9,29.9,29.9,0.0,8.0
2018-09-01,93,79.3,64,66,56.8,48,78,49.8,21,12,12,12,29.9,29.9,29.9,0.0,8.0
2018-09-02,93,80.0,66,64,57.9,48,78,50.4,21,13,13,13,29.9,29.9,29.9,0.0,12340.0
2018-09-03,95,88.2,75,66,54.7,45,73,35.8,18,14,14,14,29.9,29.8,29.8,0.0,13048407.0
2018-09-04,91,78.5,66,66,59.8,52,94,57.9,27,20,20,20,29.8,29.8,29.8,0.0,17704303.0
2018-09-05,90,77.8,59,63,58.4,52,78,52.5,0,18,18,18,29.8,29.8,29.8,0.0,17509110.0
2018-09-06,90,78.8,70,63,59.3,52,73,53.6,29,15,15,15,29.9,29.8,29.8,0.0,23973365.0
2018-09-07,91,78.1,63,64,58.0,48,83,54.7,24,13,13,13,29.9,29.9,29.8,0.0,22630413.0
2018-09-08,91,78.5,66,66,62.7,54,88,61.4,29,17,17,17,29.9,29.9,29.9,0.0,24444846.0
2018-09-09,86,77.2,70,66,62.0,57,83,61.1,37,13,13,13,30.0,29.9,29.9,0.0,23470591.0
2018-09-10,88,75.0,63,64,59.1,52,88,61.4,29,13,13,13,30.0,30.0,30.0,0.0,24641439.0
2018-09-11,84,74.2,63,68,61.8,57,88,67.0,40,13,13,13,30.1,30.0,30.0,0.0,23595159.0
2018-09-12,90,76.7,63,59,48.6,39,68,40.4,18,13,13,13,30.0,30.0,29.9,0.0,15976870.0
2018-09-13,86,73.0,61,57,50.8,45,68,47.9,23,15,15,15,30.0,29.9,29.9,0.0,12988959.0
2018-09-14,81,71.2,61,64,58.1,54,83,65.2,39,8,8,8,30.0,29.9,29.9,0.0,16825642.0
2018-09-15,84,72.9,61,64,58.5,52,88,63.5,33,13,13,13,30.0,30.0,29.9,0.0,14159900.0
2018-09-16,93,76.5,66,61,56.5,43,83,54.2,17,14,14,14,30.1,30.0,30.0,0.0,11262341.0
2018-09-17,93,79.9,66,55,49.6,43,68,38.6,17,13,13,13,30.0,30.0,30.0,0.0,12533620.0
2018-09-18,88,78.3,66,55,50.7,45,68,39.4,25,13,13,13,30.0,30.0,30.0,0.0,11783554.0
2018-09-19,84,74.1,63,64,57.0,46,73,57.1,28,13,13,13,30.0,30.0,30.0,0.0,12518775.0
2018-09-20,82,73.8,63,64,60.9,52,88,66.0,39,13,13,13,30.0,30.0,29.9,0.0,14638538.0
2018-09-21,82,72.8,61,66,61.3,55,88,68.8,45,12,12,12,30.0,30.0,29.9,0.0,14332855.0
2018-09-22,86,73.7,61,63,58.5,52,88,61.9,31,10,10,10,30.0,30.0,29.9,0.0,14606294.0
2018-09-23,86,74.4,63,61,57.5,52,83,58.4,31,12,12,12,30.0,30.0,30.0,0.0,14561071.0
2018-09-24,90,74.6,59,66,59.0,46,88,61.7,24,14,14,14,30.0,29.9,29.9,0.0,15614988.0
2018-09-25,84,73.6,64,66,60.8,54,88,65.6,37,14,14,14,30.0,29.9,29.9,0.0,11023241.0
2018-09-26,75,69.4,63,54,41.4,32,68,37.5,25,25,25,25,30.1,30.0,30.0,0.0,11786555.0
2018-09-27,72,66.8,64,48,41.6,34,49,39.9,30,31,31,31,30.0,30.0,29.9,0.0,12296783.0
2018-09-28,82,70.4,63,59,53.2,46,88,58.1,32,20,20,20,29.9,29.8,29.7,0.0,13084098.0
2018-09-29,72,65.3,63,64,60.1,57,94,84.0,73,35,35,35,29.8,29.6,29.2,0.0,8585255.0
2018-09-30,77,67.9,61,61,58.6,55,94,74.3,47,7,7,7,29.9,29.8,29.8,0.0,1491735.0
2018-10-01,79,66.4,55,59,53.9,45,88,68.5,30,12,12,12,29.9,29.9,29.9,0.0,16449543.0
2018-10-02,77,64.1,55,63,56.7,50,88,77.7,39,6,6,6,30.0,30.0,29.9,0.0,15769941.0
2018-10-03,77,68.3,63,63,60.2,57,94,76.5,53,12,12,12,30.0,30.0,30.0,0.0,15919285.0
2018-10-04,86,73.7,64,63,57.7,52,83,60.3,31,9,9,9,30.1,30.1,30.0,0.0,16517928.0
2018-10-05,84,73.9,66,63,59.1,52,78,60.8,40,10,10,10,30.2,30.1,30.1,0.0,12835581.0
2018-10-06,82,69.5,61,64,56.7,50,94,65.6,39,10,10,10,30.1,30.1,30.0,0.0,13408293.0
2018-10-07,77,68.1,59,68,61.3,57,94,79.8,57,10,10,10,30.0,30.0,29.9,0.0,14184585.0
2018-10-08,79,68.0,61,64,60.9,59,94,79.2,51,8,8,8,30.0,29.9,29.9,0.0,15013297.0
2018-10-09,79,66.2,59,63,59.7,55,94,81.2,50,8,8,8,30.1,30.0,30.0,0.0,13014406.0
2018-10-10,77,65.9,57,59,53.2,46,94,66.2,36,13,13,13,30.1,30.0,30.0,0.0,12998078.0
2018-10-11,79,65.7,55,59,51.1,45,88,61.8,32,13,13,13,30.1,30.1,30.0,0.0,12017784.0
2018-10-12,79,66.3,57,55,50.1,46,77,57.8,32,9,9,9,30.1,30.1,30.1,0.0,12209288.0
2018-10-13,81,68.9,61,57,51.9,48,73,56.1,34,12,12,12,30.1,30.1,30.0,0.0,11932458.0
2018-10-14,79,66.7,55,55,51.3,48,82,60.0,34,9,9,9,30.1,30.1,30.0,0.0,13676050.0
2018-10-15,77,65.8,57,57,52.6,50,82,64.2,39,9,9,9,30.1,30.0,30.0,0.0,13510869.0
2018-10-16,77,66.2,57,57,53.1,50,88,64.9,39,8,8,8,30.1,30.1,30.0,0.0,13229011.0
2018-10-17,77,64.8,55,59,54.8,50,94,72.0,39,10,10,10,30.1,30.0,29.9,0.0,13480108.0
2018-10-18,77,65.1,54,59,54.8,50,94,72.0,44,7,7,7,30.0,29.9,29.9,0.0,13341877.0
2018-10-19,84,68.0,57,63,55.9,50,88,67.3,30,13,13,13,29.9,29.9,29.9,0.0,14622379.0
2018-10-20,79,68.3,59,63,57.5,52,88,70.3,39,7,7,7,30.0,29.9,29.9,0.0,13232523.0
2018-10-21,77,67.1,61,61,57.6,55,88,73.1,53,10,10,10,30.0,30.0,29.9,0.0,15532051.0
2018-10-22,68,63.1,57,59,55.3,52,94,76.7,64,7,7,7,30.0,29.9,29.9,0.0,12157379.0
2018-10-23,70,62.8,59,61,55.5,52,94,77.3,64,8,8,8,29.9,29.8,29.8,0.0,12000318.0
2018-10-24,81,67.0,59,57,54.1,52,82,64.1,39,13,13,13,30.0,29.7,29.6,0.0,13492950.0
2018-10-25,77,64.5,55,55,51.4,41,88,64.3,28,22,22,22,30.0,29.8,29.7,0.0,12175576.0
2018-10-26,73,60.6,50,55,50.9,46,94,73.2,41,6,6,6,30.1,30.1,29.8,0.0,12411358.0
2018-10-27,75,63.3,52,61,55.4,48,88,76.8,57,7,7,7,30.1,30.1,30.1,0.0,11866265.0
2018-10-28,75,65.4,55,59,55.8,54,94,73.2,50,17,17,17,30.1,30.1,30.1,0.0,11239763.0
2018-10-29,75,65.4,55,59,55.5,52,88,71.5,47,12,12,12,30.1,30.1,30.1,0.0,16320302.0
2018-10-30,75,65.6,57,63,57.8,54,94,77.1,50,9,9,9,30.1,30.1,30.1,0.0,17653068.0
2018-10-31,81,68.8,63,64,61.8,59,94,78.8,48,8,8,8,30.2,30.2,30.1,0.0,13929384.0
2018-11-01,84,68.3,57,64,58.7,55,94,74.5,37,9,9,9,30.2,30.2,30.1,0.0,11252617.0
2018-11-02,81,66.0,55,64,57.3,52,94,76.3,39,9,9,9,30.2,30.1,30.1,0.0,8704337.0
2018-11-03,77,63.1,52,61,55.7,50,94,79.3,39,5,5,5,30.1,30.0,30.0,0.0,8498293.0
2018-11-04,77,63.4,54,61,52.5,46,88,69.9,34,9,9,9,30.1,30.0,30.0,0.0,12022787.0
2018-11-05,73,61.7,54,52,47.2,43,88,61.0,38,8,8,8,30.1,30.0,30.0,0.0,13615449.0
2018-11-06,73,60.7,50,57,51.0,46,94,73.2,43,7,7,7,30.1,30.0,30.0,0.0,11573289.0
2018-11-07,75,63.3,54,59,52.6,46,94,70.3,36,9,9,9,30.1,30.1,30.0,0.0,13886786.0
2018-11-08,70,59.1,54,57,53.9,50,94,84.1,56,15,15,15,30.1,30.1,30.0,0.0,13372478.0
2018-11-09,73,58.4,48,54,48.3,45,94,72.6,38,7,7,7,30.1,30.0,30.0,0.0,11900114.0
2018-11-10,72,58.2,48,54,47.2,43,87,69.1,35,7,7,7,30.0,30.0,30.0,0.0,13718844.0
2018-11-11,72,59.2,50,52,46.8,45,88,66.7,38,6,6,6,30.2,30.1,30.0,0.0,12531338.0
2018-11-12,73,58.7,50,52,47.0,43,82,67.4,33,9,9,9,30.2,30.2,30.2,0.0,12254693.0
2018-11-13,70,58.4,50,48,44.1,41,82,61.4,35,8,8,8,30.2,30.2,30.1,0.0,1088450.0
2018-11-14,70,58.1,48,52,44.8,39,88,63.5,35,8,8,8,30.2,30.1,30.1,0.0,7549344.0
2018-11-15,72,57.4,46,54,46.1,41,87,68.0,35,8,8,8,30.1,30.1,30.0,0.0,12838532.0
2018-11-16,57,53.2,50,48,45.2,41,88,75.1,58,10,10,10,30.1,30.1,30.0,0.0,11693824.0
2018-11-17,59,53.6,50,48,45.4,43,88,74.7,59,13,13,13,30.0,29.9,29.9,0.0,11184264.0
2018-11-18,70,57.4,52,55,51.4,46,94,81.8,53,17,17,17,29.9,29.8,29.7,0.0,14037868.0
2018-11-19,70,61.1,54,57,53.6,48,94,78.0,46,14,14,14,30.0,29.9,29.7,0.0,13764259.0
2018-11-20,72,61.2,52,59,53.6,50,94,78.3,56,15,15,15,30.0,30.0,29.9,0.0,11988900.0
2018-11-21,72,63.6,52,63,55.1,50,94,75.0,46,15,15,15,30.0,29.9,29.9,0.0,4275691.0
2018-11-22,70,57.8,48,54,48.8,46,94,74.7,46,16,16,16,30.0,30.0,30.0,0.0,14622061.0
2018-11-23,70,57.2,48,52,48.2,45,88,73.9,46,7,7,7,30.2,30.1,30.0,0.0,14631487.0
2018-11-24,70,56.4,48,55,48.5,43,94,76.0,49,7,7,7,30.2,30.2,30.1,0.0,11987952.0
2018-11-25,64,58.6,52,59,54.9,50,94,87.6,73,15,15,15,30.1,30.0,29.9,0.0,
2018-11-26,70,64.4,61,61,57.8,52,94,79.8,56,16,16,16,29.9,29.8,29.8,0.0,89.0
2018-11-27,66,60.9,55,61,56.1,52,94,84.8,73,13,13,13,29.8,29.8,29.7,0.0,4.0
2018-11-28,63,55.6,52,55,52.0,50,94,87.5,63,7,7,7,29.8,29.7,29.7,0.0,4173.0
2018-11-29,64,57.3,52,50,39.4,34,88,53.3,34,22,22,22,30.0,29.9,29.8,0.0,53365.0
2018-11-30,61,51.5,41,37,34.4,32,76,53.4,34,15,15,15,30.1,30.0,29.9,0.0,4688291.0
2018-12-01,63,49.8,39,46,40.1,34,87,70.9,48,8,8,8,30.1,30.1,30.1,0.0,15932402.0
2018-12-02,63,53.1,45,45,39.9,36,82,63.3,37,5,5,5,30.1,30.0,30.0,0.0,12555359.0
2018-12-03,66,54.8,46,45,41.7,39,82,62.4,43,7,7,7,30.0,30.0,29.9,0.0,11405918.0
2018-12-04,63,50.9,41,50,44.1,39,94,79.3,55,5,5,5,29.9,29.9,29.8,0.0,13269170.0
2018-12-05,68,54.2,45,46,42.2,37,93,67.9,33,13,13,13,30.0,29.9,29.8,0.0,11707502.0
2018-12-06,48,45.7,43,39,38.0,36,76,74.3,71,5,5,5,30.1,30.0,30.0,0.0,12963067.0
2018-12-07,66,49.8,41,41,35.9,32,87,61.1,34,13,13,13,30.1,30.1,30.1,0.0,15353860.0
2018-12-08,63,48.9,37,48,40.5,34,93,74.8,48,9,9,9,30.1,30.0,29.9,0.0,12261827.0
2018-12-09,64,54.4,43,54,47.7,41,94,79.9,45,13,13,13,29.9,29.9,29.9,0.0,11311722.0
2018-12-10,61,53.1,45,54,46.6,41,94,79.0,59,13,13,13,29.9,29.8,29.7,0.0,11839180.0
2018-12-11,57,48.3,43,48,43.6,41,94,83.4,59,10,10,10,30.0,29.9,29.8,0.0,17291327.0
2018-12-12,57,45.3,37,41,36.4,28,93,74.3,33,8,8,8,30.1,30.1,30.0,0.0,19717593.0
2018-12-13,55,48.3,41,50,44.7,37,100,87.8,81,8,8,8,30.1,30.0,29.9,0.0,22407281.0
2018-12-14,66,56.7,48,57,50.0,46,94,79.9,63,13,13,13,30.0,30.0,30.0,0.0,17426607.0
2018-12-15,68,61.8,52,55,49.9,43,94,66.2,48,22,22,22,30.0,29.9,29.8,0.0,12551784.0
2018-12-16,64,54.5,48,50,45.4,39,94,73.2,49,15,15,15,29.9,29.8,29.8,0.0,14891905.0
2018-12-17,59,52.3,43,50,42.8,39,94,71.4,48,7,7,7,30.0,30.0,29.9,0.0,14589158.0
2018-12-18,59,52.8,50,54,48.8,46,100,87.8,63,7,7,7,29.9,29.9,29.8,0.0,13137971.0
2018-12-19,61,50.5,43,45,39.7,37,87,68.3,42,9,9,9,30.2,30.1,29.9,0.0,12451997.0
2018-12-20,63,47.7,39,45,39.7,36,93,76.3,42,6,6,6,30.3,30.3,30.2,0.0,14505951.0
2018-12-21,63,49.2,39,48,41.9,37,94,78.7,42,9,9,9,30.4,30.3,30.3,0.0,15485834.0
2018-12-22,64,50.5,43,50,43.6,41,93,79.7,45,10,10,10,30.3,30.3,30.2,0.0,12718708.0
2018-12-23,66,54.6,46,50,45.8,43,93,74.3,46,8,8,8,30.2,30.2,30.1,0.0,13616640.0
2018-12-24,66,53.5,43,54,46.4,41,93,78.5,49,8,8,8,30.2,30.1,30.0,0.0,10923053.0
2018-12-25,59,53.5,45,54,48.0,36,94,82.1,55,10,10,10,30.0,29.9,29.9,0.0,8756834.0
2018-12-26,57,47.0,39,36,32.3,25,76,58.1,38,12,12,12,30.1,30.1,30.0,0.0,7918313.0
2018-12-27,57,43.8,34,34,27.0,23,75,53.4,31,8,8,8,30.2,30.2,30.1,0.0,13790283.0
2018-12-28,59,44.6,36,41,34.5,30,87,70.1,45,8,8,8,30.2,30.2,30.1,0.0,14328008.0
2018-12-29,64,48.9,37,45,39.1,32,87,70.3,45,13,13,13,30.1,30.1,30.0,0.0,10915961.0
2018-12-30,61,48.4,41,48,42.7,37,93,81.6,55,7,7,7,30.1,30.1,30.1,0.0,14733302.0
2018-12-31,54,46.5,39,45,41.0,36,93,81.7,51,14,14,14,30.1,29.9,29.7,0.0,11591237.0
2019-01-01,57,52.4,48,36,32.1,30,62,46.5,38,22,22,22,29.9,29.8,29.8,0.0,11408370.0
2019-01-02,57,47.4,39,43,34.2,28,93,62.2,33,13,13,13,29.9,29.8,29.8,0.0,14845614.0
2019-01-03,52,44.4,39,48,40.6,37,94,87.2,67,13,13,13,29.9,29.7,29.6,0.0,18154958.0
2019-01-04,46,39.4,36,43,36.0,34,93,85.1,0,12,12,12,30.1,30.0,29.9,0.0,18677470.0
2019-01-05,45,36.8,32,36,33.4,30,93,87.8,70,10,10,10,30.0,29.9,29.9,0.0,16231696.0
2019-01-06,52,38.7,28,34,28.1,25,93,68.8,35,14,14,14,29.9,29.9,29.8,0.0,12547203.0
2019-01-07,50,37.8,30,30,27.4,21,93,69.3,34,9,9,9,30.0,30.0,29.9,0.0,16581464.0
2019-01-08,50,38.1,30,27,21.3,10,80,54.4,22,12,12,12,30.1,30.1,30.0,0.0,19268980.0
2019-01-09,57,41.4,28,48,36.3,25,93,82.3,67,16,16,16,30.1,29.9,29.7,0.0,15004884.0
2019-01-10,63,54.7,50,48,46.0,43,88,73.6,52,16,16,16,29.9,29.8,29.7,0.0,12380932.0
2019-01-11,59,51.2,46,50,46.3,41,94,83.4,58,12,12,12,29.9,29.9,29.8,0.0,18506596.0
2019-01-12,50,46.8,45,46,42.7,37,93,84.5,66,13,13,13,29.8,29.6,29.6,0.0,16792972.0
2019-01-13,57,48.3,41,41,37.4,34,87,67.6,44,14,14,14,29.8,29.8,29.7,0.0,16637028.0
2019-01-14,55,46.3,39,45,41.3,37,93,83.4,51,8,8,8,29.8,29.6,29.4,0.0,18071201.0
2019-01-15,55,47.4,41,45,31.9,7,93,59.9,24,16,16,16,29.9,29.6,29.4,0.0,12989889.0
2019-01-16,55,41.3,28,28,17.5,7,70,41.5,17,13,13,13,30.2,30.1,29.9,0.0,19598844.0
2019-01-17,61,45.1,34,39,33.1,28,87,66.5,34,14,14,14,30.2,30.1,30.1,0.0,23028059.0
2019-01-18,61,48.8,39,45,39.8,37,93,74.0,42,7,7,7,30.1,30.1,30.0,0.0,23325435.0
2019-01-19,54,47.6,39,48,42.5,37,93,83.8,67,9,9,9,30.1,30.0,30.0,0.0,23525433.0
2019-01-20,54,49.1,45,48,44.7,41,94,84.7,62,20,20,20,30.0,30.0,29.9,0.0,19263706.0
2019-01-21,63,49.1,39,46,43.3,37,100,81.6,48,8,8,8,30.0,29.9,29.9,0.0,23272590.0
2019-01-22,59,50.1,43,54,46.9,39,94,88.5,67,6,6,6,30.0,29.9,29.8,0.0,18111073.0
2019-01-23,63,54.5,48,54,47.9,45,94,79.8,59,29,29,29,29.8,29.6,29.4,0.0,13535084.0
2019-01-24,57,48.7,41,48,44.2,39,93,84.8,63,14,14,14,29.4,29.4,29.4,0.0,12137487.0
2019-01-25,55,51.4,46,50,46.1,43,94,83.2,67,14,14,14,29.4,29.3,29.2,0.0,15659174.0
2019-01-26,57,49.9,46,48,44.8,43,93,82.1,63,10,10,10,29.6,29.4,29.3,0.0,18742764.0
2019-01-27,59,48.8,43,46,42.6,39,93,80.4,51,5,5,5,29.8,29.7,29.6,0.0,13364602.0
2019-01-28,59,49.8,43,50,44.7,39,93,83.4,59,8,8,8,29.8,29.8,29.7,0.0,13093010.0
2019-01-29,63,57.2,50,50,46.9,45,94,69.4,55,26,26,26,29.7,29.6,29.5,0.0,11190752.0
2019-01-30,57,50.5,46,48,45.9,45,94,84.6,63,12,12,12,29.7,29.6,29.5,0.0,12943903.0
2019-01-31,59,51.5,46,46,42.5,36,93,73.2,42,13,13,13,29.9,29.8,29.6,0.0,11629896.0
2019-02-01,61,50.0,41,48,43.3,39,93,79.6,55,5,5,5,30.1,30.0,30.0,0.0,13002629.0
2019-02-02,63,52.4,43,52,46.8,41,93,82.8,59,12,12,12,30.1,30.0,30.0,0.0,11063467.0
2019-02-03,68,53.8,43,52,46.5,41,93,77.6,46,7,7,7,30.0,30.0,29.9,0.0,12401503.0
2019-02-04,70,55.8,45,48,42.7,34,93,65.1,34,13,13,13,30.0,29.9,29.8,0.0,11460536.0
2019-02-05,70,62.7,50,50,42.1,37,94,49.8,35,16,16,16,29.8,29.7,29.6,0.0,13009263.0
2019-02-06,57,50.1,43,48,42.0,37,100,75.6,51,12,12,12,29.8,29.7,29.6,0.0,13454274.0
2019-02-07,63,55.3,48,39,36.4,32,66,50.5,32,10,10,10,29.9,29.9,29.8,0.0,12285462.0
2019-02-08,59,49.8,41,43,37.9,34,81,64.8,39,7,7,7,30.1,30.0,29.9,0.0,13778413.0
2019-02-09,57,48.0,39,45,41.0,37,93,77.8,51,6,6,6,30.1,30.1,30.0,0.0,12932279.0
2019-02-10,63,48.7,37,45,40.0,36,93,74.9,45,13,13,13,30.2,30.2,30.1,0.0,12964777.0
2019-02-11,61,51.8,41,50,44.4,39,93,77.3,55,8,8,8,30.1,30.1,29.9,0.0,11448380.0
2019-02-12,59,52.7,45,52,44.1,39,93,72.9,48,13,13,13,29.9,29.9,29.9,0.0,13111693.0
2019-02-13,52,46.7,43,41,34.5,27,87,65.1,40,17,17,17,29.9,29.9,29.9,0.0,14540124.0
2019-02-14,61,52.3,45,30,27.1,16,50,38.5,24,21,21,21,30.1,30.0,29.9,0.0,11713519.0
2019-02-15,59,48.7,43,32,26.3,23,57,42.8,25,15,15,15,30.1,30.1,30.0,0.0,13108012.0
2019-02-16,55,49.0,43,32,28.3,25,66,45.1,33,20,20,20,30.2,30.2,30.1,0.0,12655900.0
2019-02-17,57,48.6,39,36,31.3,28,81,53.0,33,12,12,12,30.3,30.2,30.2,0.0,12600310.0
2019-02-18,59,45.8,34,45,36.6,32,93,73.2,44,7,7,7,30.2,30.2,30.2,0.0,15342796.0
2019-02-19,63,49.1,37,46,41.6,36,100,77.2,48,9,9,9,30.2,30.2,30.1,0.0,12291923.0
2019-02-20,64,52.0,41,46,42.4,39,93,72.3,45,14,14,14,30.1,30.1,30.1,0.0,12727974.0
2019-02-21,63,50.3,39,46,41.1,36,93,72.8,45,8,8,8,30.2,30.1,30.1,0.0,11759341.0
2019-02-22,61,48.5,37,50,43.2,36,94,83.7,55,7,7,7,30.2,30.1,29.9,0.0,12350405.0
2019-02-23,59,48.8,45,48,42.2,32,94,78.5,54,14,14,14,29.9,29.9,29.8,0.0,15030989.0
2019-02-24,54,46.9,43,34,30.6,28,66,54.0,43,20,20,20,30.1,30.0,29.9,0.0,14977606.0
2019-02-25,57,49.7,43,32,29.9,28,61,47.9,36,18,18,18,30.1,30.0,29.9,0.0,14023836.0
2019-02-26,61,51.4,43,45,37.0,30,87,58.9,44,9,9,9,30.0,30.0,29.9,0.0,12882062.0
2019-02-27,59,50.7,43,43,35.6,25,87,59.5,31,8,8,8,30.1,29.9,29.8,0.0,11907358.0
2019-02-28,61,46.8,34,37,31.4,27,81,58.7,31,8,8,8,30.1,30.1,30.0,0.0,11791290.0
2019-03-01,63,49.7,37,45,39.1,36,93,70.1,39,10,10,10,30.0,29.9,29.9,0.0,13245114.0
2019-03-02,61,50.6,41,50,44.6,39,93,81.0,63,12,12,12,29.9,29.8,29.7,0.0,12319360.0
2019-03-03,64,52.9,43,48,44.0,37,93,73.4,42,9,9,9,30.0,29.9,29.8,0.0,12562641.0
2019-03-04,61,52.0,45,48,44.8,43,93,77.2,55,8,8,8,30.1,30.0,30.0,0.0,9354826.0
2019-03-05,68,53.5,39,50,43.1,37,93,72.5,35,7,7,7,30.1,30.0,30.0,0.0,
2019-03-06,63,51.7,41,52,45.9,39,94,82.3,55,9,9,9,30.2,30.1,30.1,0.0,
2019-03-07,66,53.0,41,54,46.7,39,94,80.5,46,9,9,9,30.2,30.2,30.2,0.0,
2019-03-08,70,52.3,39,48,42.0,34,93,71.6,27,9,9,9,30.2,30.2,30.1,0.0,
2019-03-09,73,54.2,39,46,38.4,34,82,60.0,25,5,5,5,30.3,30.2,30.2,0.0,
2019-03-10,73,55.8,41,50,42.9,37,94,67.0,29,6,6,6,30.2,30.2,30.1,0.0,
2019-03-11,66,54.6,41,52,45.8,39,93,74.2,49,8,8,8,30.1,30.0,29.9,0.0,
2019-03-12,64,56.1,45,54,49.0,39,94,77.1,55,12,12,12,29.9,29.7,29.6,0.0,7155.0
2019-03-13,64,53.1,43,43,37.2,32,93,57.4,34,14,14,14,29.9,29.8,29.6,0.0,
2019-03-14,61,50.4,41,48,41.4,37,93,73.7,45,12,12,12,29.9,29.9,29.7,0.0,
2019-03-15,61,50.7,43,48,42.4,34,93,75.1,39,18,18,18,29.9,29.8,29.7,0.0,53370.0
2019-03-16,68,53.1,39,46,39.6,30,93,65.6,24,16,16,16,30.1,30.0,29.9,0.0,5305225.0
2019-03-17,68,55.5,46,52,46.4,41,93,72.3,40,10,10,10,30.1,30.1,30.1,0.0,35.0
2019-03-18,66,53.6,43,50,45.1,41,94,75.4,46,7,7,7,30.1,30.0,30.0,0.0,200.0
2019-03-19,68,53.5,41,54,46.0,39,94,77.9,35,9,9,9,30.0,30.0,30.0,0.0,
2019-03-20,66,54.8,46,54,48.7,45,94,80.6,63,6,6,6,30.1,30.0,30.0,0.0,
2019-03-21,72,61.7,48,50,41.9,32,94,51.5,28,8,8,8,30.1,30.1,30.0,0.0,
2019-03-22,72,63.2,34,48,35.3,28,56,35.3,0,15,15,15,30.1,30.1,30.0,0.0,
2019-03-23,68,57.6,46,48,36.9,25,76,47.8,28,10,10,10,30.1,30.0,30.0,0.0,28.0
2019-03-24,72,57.1,34,50,39.2,34,82,53.6,0,15,15,15,30.0,30.0,30.0,0.0,
2019-03-25,66,54.5,41,50,41.8,34,94,64.7,40,10,10,10,30.0,29.9,29.9,0.0,
2019-03-26,68,55.8,43,50,46.0,41,93,72.0,46,7,7,7,29.9,29.9,29.8,0.0,5.0
2019-03-27,64,54.6,43,52,46.5,41,93,75.8,52,6,6,6,30.1,30.0,29.9,0.0,
2019-03-28,55,51.9,50,52,43.6,36,94,75.4,51,18,18,18,30.1,29.9,29.8,0.0,
2019-03-29,61,55.2,46,37,29.0,25,58,37.7,27,22,22,22,30.0,29.9,29.8,0.0,
2019-03-30,64,53.8,39,34,27.3,21,70,39.0,20,17,17,17,30.0,30.0,29.9,0.0,
2019-03-31,70,52.5,37,43,36.4,30,82,57.3,28,14,14,14,30.0,29.9,29.8,0.0,
2019-04-01,64,53.1,39,52,42.8,36,94,71.1,34,9,9,9,29.9,29.9,29.9,0.0,
2019-04-02,68,56.1,45,50,42.6,30,93,64.4,24,9,9,9,30.0,29.9,29.9,0.0,6.0
2019-04-03,68,56.6,43,50,41.4,34,82,58.8,28,9,9,9,30.0,29.9,29.9,0.0,
